,SchulNr,Unnamed: 1,Name,Unnamed: 3,Schulart,Unnamed: 5,Bezirk,Unnamed: 7,Ortsteil,Unnamed: 9,Unnamed: 10,url
35,01B01,,"OSZ Banken, Immobilien und Versicherungen",,Oberstufenzentrum,,Mitte,,Moabit,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21752
36,01B01,,"OSZ Banken, Immobilien und Versicherungen",,Oberstufenzentrum,,Mitte,,Moabit,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21753
37,01B01,,"OSZ Banken, Immobilien und Versicherungen",,Oberstufenzentrum,,Mitte,,Moabit,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21754
38,01S06,,Albert-Gutzmann-Schule,,Übrige Förderschwerpunkte,,Mitte,,Gesundbrunnen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21740
39,01S06,,Albert-Gutzmann-Schule,,Übrige Förderschwerpunkte,,Mitte,,Gesundbrunnen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21741
40,01G43,,Albert-Gutzmann-Schule (Grundschule),,Grundschule,,Mitte,,Gesundbrunnen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21668
41,01P51,,mediencollege Berlin gGmbH,,Kombinierte berufliche Schule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22594
42,01G38,,Gustav-Falke-Grundschule,,Grundschule,,Mitte,,Gesundbrunnen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22407
43,01P40,,Berufsfachschule Paulo Freire im Zentrum ÜBERLEBEN,,Berufsfachschule,,Mitte,,Moabit,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22503
44,01G02,,Papageno-Grundschule,,Grundschule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21643
45,01G41,,Erika-Mann-Grundschule,,Grundschule,,Mitte,,Wedding,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22115
46,01G16,,Moabiter Grundschule,,Grundschule,,Mitte,,Moabit,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21703
47,01Y09,,Diesterweg-Gymnasium,,Gymnasium,,Mitte,,Gesundbrunnen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21915
48,01K02,,Ernst-Schering-Schule,,Integrierte Sekundarschule,,Mitte,,Wedding,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22071
49,01K07,,Hemingway-Schule,,Integrierte Sekundarschule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21663
50,01K03,,Ernst-Reuter-Schule,,Integrierte Sekundarschule,,Mitte,,Gesundbrunnen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21891
51,01P46,,DDA Destiny Diversity Academy GmbH,,Kombinierte berufliche Schule,,Mitte,,Gesundbrunnen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22535
52,01E32,,Wave Akademie für Digitale Medien UG (haftungsbeschränkt),,Sonstige Ergänzungsschule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22538
53,01E10,,SiliconStudioAcademy Berlin,,Sonstige Ergänzungsschule,,Mitte,,Wedding,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22050
54,01E34,,Berlin Metropolitan School,,Sonstige Ergänzungsschule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22560
55,01P16,,Berlin Metropolitan School (Integrierte Sekundarschule),,Integrierte Sekundarschule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21470
56,01Y04,,Musikgymnasium Carl Philipp Emanuel Bach,,Gymnasium,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21679
57,01E36,,Danceworks berlin eG,,Künstlerische Schule,,Mitte,,Wedding,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22627
58,01P48,,meco Akademie GmbH,,Kombinierte berufliche Schule,,Mitte,,Wedding,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22476
59,01P48,,meco Akademie GmbH,,Kombinierte berufliche Schule,,Mitte,,Wedding,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22477
60,01K01,,Willy-Brandt-Schule,,Integrierte Sekundarschule,,Mitte,,Gesundbrunnen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21889
61,01G39,,Vineta-Grundschule,,Grundschule,,Mitte,,Gesundbrunnen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22408
62,01G37,,Heinrich-Seidel-Grundschule,,Grundschule,,Mitte,,Gesundbrunnen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22406
63,01G15,,Anne-Frank-Grundschule,,Grundschule,,Mitte,,Moabit,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21702
64,01G27,,Gesundbrunnen-Grundschule,,Grundschule,,Mitte,,Gesundbrunnen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21705
65,01G01,,Grundschule am Arkonaplatz,,Grundschule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21642
66,01G46,,Grundschule am Koppenplatz,,Grundschule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22126
67,01E35,,NEUE Schule für Fotografie Berlin,,Künstlerische Schule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22615
68,01G24,,Gottfried-Röhl-Grundschule,,Grundschule,,Mitte,,Wedding,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21704
69,01G42,,Anna-Lindh-Schule (Grundschule),,Grundschule,,Mitte,,Wedding,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21735
70,01P05,,Katholische Schule Sankt Paulus (Grundschule),,Grundschule,,Mitte,,Moabit,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21809
71,01P13,,Freie Schule am Mauerpark (Grundschule),,Grundschule,,Mitte,,Gesundbrunnen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21496
72,01E26,,Berlitz Sprachschule Berlin Mitte,,Sprachenschule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21687
73,01P54,,GFBI gGmbH - Gesellschaft für Berufsbildung und Integration,,Fachschule,,Mitte,,Moabit,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22636
74,01G19,,Hansa-Grundschule,,Grundschule,,Mitte,,Hansaviertel,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21728
75,01B02,,Staatliche Technikerschule Berlin,,Fachschule,,Mitte,,Moabit,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21755
76,01A04,,Berlin-Kolleg,,Kolleg,,Mitte,,Moabit,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22226
77,01G18,,Carl-Bolle-Grundschule,,Grundschule,,Mitte,,Moabit,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21727
78,01B03,,"OSZ Kommunikations-, Informations- und Medientechnik",,Oberstufenzentrum,,Mitte,,Gesundbrunnen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21759
79,01B03,,"OSZ Kommunikations-, Informations- und Medientechnik",,Oberstufenzentrum,,Mitte,,Gesundbrunnen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21760
80,01B03,,"OSZ Kommunikations-, Informations- und Medientechnik",,Oberstufenzentrum,,Mitte,,Gesundbrunnen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21761
81,01B03,,"OSZ Kommunikations-, Informations- und Medientechnik",,Oberstufenzentrum,,Mitte,,Gesundbrunnen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21762
82,01B03,,"OSZ Kommunikations-, Informations- und Medientechnik",,Oberstufenzentrum,,Mitte,,Gesundbrunnen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21763
83,01P03,,Jüdisches Gymnasium Moses Mendelssohn,,Kombinierte allgemein bildende Schule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21694
84,01P03,,Jüdisches Gymnasium Moses Mendelssohn,,Kombinierte allgemein bildende Schule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22679
85,01B04,,OSZ Gesundheit I,,Oberstufenzentrum,,Mitte,,Wedding,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21745
86,01B04,,OSZ Gesundheit I,,Oberstufenzentrum,,Mitte,,Wedding,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21746
87,01B04,,OSZ Gesundheit I,,Oberstufenzentrum,,Mitte,,Wedding,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21747
88,01B04,,OSZ Gesundheit I,,Oberstufenzentrum,,Mitte,,Wedding,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21748
89,08B05,,Carl-Legien-Schule (Schulbetrieb an 01B04),,Kombinierte berufliche Schule,,Mitte,,Wedding,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21451
90,08B05,,Carl-Legien-Schule (Schulbetrieb an 01B04),,Kombinierte berufliche Schule,,Mitte,,Wedding,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21452
91,08B05,,Carl-Legien-Schule (Schulbetrieb an 01B04),,Kombinierte berufliche Schule,,Mitte,,Wedding,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21453
92,01G04,,Kastanienbaum-Grundschule,,Grundschule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21645
93,01G25,,Rudolf-Wissell-Grundschule,,Grundschule,,Mitte,,Gesundbrunnen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21707
94,01Y12,,Gymnasium Tiergarten,,Gymnasium,,Mitte,,Hansaviertel,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22490
95,01Y02,,John-Lennon-Gymnasium,,Gymnasium,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21671
96,01G29,,Wilhelm-Hauff-Grundschule,,Grundschule,,Mitte,,Gesundbrunnen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21717
97,01K08,,Schule am Schillerpark (Integrierte Sekundarschule),,Integrierte Sekundarschule,,Mitte,,Wedding,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21852
98,03E18,,STARTER - Berliner Schauspielschule für Film und Fernsehen,,Künstlerische Schule,,Pankow,,Prenzlauer Berg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21730
99,01E20,,Pflegeschule am Brandenburger Tor,,Sonstige Ergänzungsschule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21388
100,01G08,,Grundschule am Brandenburger Tor,,Grundschule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21649
101,12P23,,Eventus - Fachschule für Sozialpädagogik,,Fachschule,,Reinickendorf,,Reinickendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22675
102,01P04,,Freie Waldorfschule Berlin Mitte,,Freie Waldorfschule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21695
103,01E13,,Seminar für Waldorfpädagogik Berlin e.V.,,Sonstige Ergänzungsschule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22341
104,01G47,,Miriam-Makeba-Grundschule,,Grundschule,,Mitte,,Moabit,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21756
105,03E15,,GLS Sprachenzentrum,,Sprachenschule,,Pankow,,Prenzlauer Berg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22151
106,01Y08,,Lessing-Gymnasium,,Gymnasium,,Mitte,,Wedding,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21799
107,01P22,,Berlin Cosmopolitan School,,Kombinierte allgemein bildende Schule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21322
108,01P22,,Berlin Cosmopolitan School,,Kombinierte allgemein bildende Schule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21323
109,03G16,,Grundschule am Teutoburger Platz,,Grundschule,,Pankow,,Prenzlauer Berg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21394
110,12B01,,Georg-Schlesinger-Schule (OSZ Maschinen- und Fertigungstechnik),,Oberstufenzentrum,,Reinickendorf,,Reinickendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22072
111,12B01,,Georg-Schlesinger-Schule (OSZ Maschinen- und Fertigungstechnik),,Oberstufenzentrum,,Reinickendorf,,Reinickendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22073
112,12B01,,Georg-Schlesinger-Schule (OSZ Maschinen- und Fertigungstechnik),,Oberstufenzentrum,,Reinickendorf,,Reinickendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22074
113,12B01,,Georg-Schlesinger-Schule (OSZ Maschinen- und Fertigungstechnik),,Oberstufenzentrum,,Reinickendorf,,Reinickendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22075
114,12B01,,Georg-Schlesinger-Schule (OSZ Maschinen- und Fertigungstechnik),,Oberstufenzentrum,,Reinickendorf,,Reinickendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22076
115,03G11,,Schule am Falkplatz (Grundschule),,Grundschule,,Pankow,,Prenzlauer Berg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21621
116,03P36,,WETEK - Fachschule für Sozialpädagogik,,Fachschule,,Pankow,,Prenzlauer Berg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22563
117,01E33,,Kosmetikcollege-Inspiration,,Kosmetikschule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21859
118,01G32,,Carl-Kraemer-Grundschule,,Grundschule,,Mitte,,Gesundbrunnen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21758
119,01G40,,Möwensee-Grundschule,,Grundschule,,Mitte,,Wedding,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21851
120,12G03,,Reginhard-Grundschule,,Grundschule,,Reinickendorf,,Reinickendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22300
121,01P01,,Evangelische Schule Berlin Mitte (Gemeinschaftsschule),,Grundschule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21742
122,12G02,,Grundschule am Schäfersee,,Grundschule,,Reinickendorf,,Reinickendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22299
123,03G15,,Schule am Senefelderplatz,,Grundschule,,Pankow,,Prenzlauer Berg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21834
124,01P06,,Canisius-Kolleg,,Kombinierte allgemein bildende Schule,,Mitte,,Tiergarten,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21993
125,01P06,,Canisius-Kolleg,,Kombinierte allgemein bildende Schule,,Mitte,,Tiergarten,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21994
126,03A04,,Abendgymnasium Prenzlauer Berg,,Abend-Gymnasium,,Pankow,,Prenzlauer Berg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21620
127,01E29,,inlingua Sprachcenter Berlin GmbH,,Sprachenschule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22123
128,03G03,,Grundschule am Kollwitzplatz,,Grundschule,,Pankow,,Prenzlauer Berg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21793
129,01P52,,Schulen der ASIG Stiftung e.V.,,Kombinierte berufliche Schule,,Mitte,,Moabit,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21474
130,01P52,,Schulen der ASIG Stiftung e.V.,,Kombinierte berufliche Schule,,Mitte,,Moabit,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21475
131,03E22,,AMD Akademie Mode & Design Berlin,,Künstlerische Schule,,Pankow,,Prenzlauer Berg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22650
132,01E28,,LINGUA FRANCA Sprachenschule,,Sprachenschule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21692
133,01E12,,SSI am Alex Institut für Tourismus und Marketing,,Sonstige Ergänzungsschule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21857
134,01B05,,Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin,,Kombinierte berufliche Schule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21633
135,01B05,,Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin,,Kombinierte berufliche Schule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21634
136,01B05,,Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin,,Kombinierte berufliche Schule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21635
137,01E16,,ProInform International Academy Berlin,,Wirtschafts- und Verwaltungsschule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22394
138,03P14,,Freie Grundschule Pfefferwerk,,Grundschule,,Pankow,,Prenzlauer Berg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22070
139,01P42,,WWV Bildungsakademie gGmbH,,Kombinierte berufliche Schule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22511
140,01P42,,WWV Bildungsakademie gGmbH,,Kombinierte berufliche Schule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22512
141,01P42,,WWV Bildungsakademie gGmbH,,Kombinierte berufliche Schule,,Mitte,,Mitte,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22513
142,03G36,,Elisabeth-Christinen-Grundschule,,Grundschule,,Pankow,,Prenzlauer Berg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22161
143,02E07,,HTK - Akademie für Gestaltung,,Künstlerische Schule,,Friedrichshain-Kreuzberg,,Kreuzberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21714
144,03G09,,Thomas-Mann-Grundschule,,Grundschule,,Pankow,,Prenzlauer Berg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21623
145,01E27,,pixelapostel GmbH,,Sonstige Ergänzungsschule,,Mitte,,Moabit,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21720
146,01P49,,Quinoa-Schule Freie Sekundarschule Berlin Wedding,,Integrierte Sekundarschule,,Mitte,,Gesundbrunnen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22551
147,04P35,,Mentora Gymnasium,,Gymnasium,,Charlottenburg-Wilmersdorf,,Charlottenburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22676
